lito,tema,codigo,puntaje
009692,Q,314849,415.0
011192,Q,308932,415.0
009808,Q,340547,412.5
011326,Q,320168,412.5
033925,Q,313049,407.5
010734,Q,310995,407.5
009622,Q,330449,406.25
011165,Q,341099,406.25
011335,Q,305391,405.0
011279,Q,308494,403.75
011710,Q,325894,402.5
009045,Q,321075,402.5
010572,Q,315218,400.0
011514,Q,350264,398.75
010765,Q,312355,396.25
009500,Q,315168,396.25
009066,Q,303248,393.75
011606,Q,319095,393.75
010971,Q,304006,391.25
011826,Q,310243,388.75
011783,Q,350132,387.5
009032,Q,306720,387.5
010372,Q,301234,387.5
009871,Q,332064,386.25
009056,Q,312470,385.0
010945,Q,341867,383.75
009161,Q,332510,383.75
011379,Q,330845,382.5
010564,Q,332619,380.0
010707,Q,317222,377.5
009095,Q,331033,371.25
010330,Q,341263,367.5
011587,Q,311696,365.0
010949,Q,345652,365.0
011216,Q,305151,363.75
011427,Q,350231,363.75
009493,Q,316216,363.75
011391,Q,316539,363.75
010042,Q,320929,363.75
009067,Q,345322,360.0
011612,Q,332288,358.75
009486,Q,309682,356.25
011375,Q,326983,347.5
009776,Q,350322,343.75
010994,Q,313106,342.5
009756,Q,321190,342.5
009751,Q,330068,338.75
010526,Q,314807,336.25
009253,Q,303644,333.75
011791,Q,345538,333.75
011245,Q,312546,330.0
010754,Q,318279,326.25
009685,Q,303081,323.75
033932,Q,308254,316.25
011496,Q,345744,316.25
033981,Q,341198,310.0
010664,Q,301648,297.5
010234,Q,331066,296.25
009982,Q,316356,296.25
009324,Q,321539,296.25
009565,Q,303966,295.0
011581,Q,307868,293.75
010026,Q,325068,293.75
010305,Q,325381,292.5
009082,Q,321174,278.75
009352,Q,340687,275.0
010214,Q,321299,271.25
010379,Q,326090,267.5
010111,Q,305581,263.75
011074,Q,331645,257.5
011676,Q,301515,251.25
033897,Q,319129,251.25
009026,Q,303123,251.25
009753,Q,304816,232.5
011317,Q,319079,226.25
010159,Q,305136,217.5
011172,Q,340398,217.5
009072,Q,340299,215.0
010069,Q,319871,212.5
011180,Q,321778,210.0
010864,Q,314252,208.75
011347,Q,314989,200.0
010644,Q,331207,193.75
009183,Q,330860,186.25
033945,Q,317123,186.25
009653,Q,318196,178.75
010249,Q,340935,177.5
011757,Q,332429,172.5
011755,Q,350330,142.5
010903,Q,307256,0
011222,Q,308387,0
009287,Q,303032,0
